GEOGRAPHY,YEAR,VIOLATIONS,INCIDENTS,RATES
"Shelburne, Nova Scotia, Royal Canadian Mounted Police, rural [12736]",2016,Total breaking and entering [210],8,164.1
"Shelburne, Nova Scotia, Royal Canadian Mounted Police, rural [12736]",2016,Total theft of motor vehicle [220],3,61.54
"Shelburne, Nova Scotia, Royal Canadian Mounted Police, rural [12736]",2016,Total impaired driving [910],8,164.1
"Shelburne, Nova Scotia, Royal Canadian Mounted Police, rural [12736]",2016,Total Drug violations [401],41,841.03
"Shelburne, Nova Scotia, Royal Canadian Mounted Police, rural [12736]",2016,"Possession, cocaine [4120]",0,0
"Shelburne, Nova Scotia, Royal Canadian Mounted Police, rural [12736]",2016,"Total, possession, other Controlled Drugs and Substances Act drugs [410]",3,61.54
"Shelburne, Nova Scotia, Royal Canadian Mounted Police, rural [12736]",2016,"Total cannabis, trafficking, production or distribution (pre-legalization) [420]",12,246.15
"Shelburne, Nova Scotia, Royal Canadian Mounted Police, rural [12736]",2016,"Total cocaine, trafficking, production or distribution [430]",8,164.1
"Shelburne, Nova Scotia, Royal Canadian Mounted Police, rural [12736]",2016,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",5,102.56
"Windsor, Nova Scotia, Royal Canadian Mounted Police, municipal [12744]",2016,Homicide [110],0,0
"Windsor, Nova Scotia, Royal Canadian Mounted Police, municipal [12744]",2016,Attempted murder [1210],0,0
"Windsor, Nova Scotia, Royal Canadian Mounted Police, municipal [12744]",2016,"Sexual assault, level 3, aggravated [1310]",0,0
"Windsor, Nova Scotia, Royal Canadian Mounted Police, municipal [12744]",2016,"Sexual assault, level 2, weapon or bodily harm [1320]",0,0
"Windsor, Nova Scotia, Royal Canadian Mounted Police, municipal [12744]",2016,"Sexual assault, level 1 [1330]",3,81.65
"Windsor, Nova Scotia, Royal Canadian Mounted Police, municipal [12744]",2016,Total sexual violations against children [130],2,54.44
"Windsor, Nova Scotia, Royal Canadian Mounted Police, municipal [12744]",2016,"Assault, level 3, aggravated [1410]",0,0
"Windsor, Nova Scotia, Royal Canadian Mounted Police, municipal [12744]",2016,"Assault, level 2, weapon or bodily harm [1420]",3,81.65
"Windsor, Nova Scotia, Royal Canadian Mounted Police, municipal [12744]",2016,"Assault, level 1 [1430]",27,734.89
"Windsor, Nova Scotia, Royal Canadian Mounted Police, municipal [12744]",2016,Total robbery [160],6,163.31
"Windsor, Nova Scotia, Royal Canadian Mounted Police, municipal [12744]",2016,Total breaking and entering [210],20,544.37
"Windsor, Nova Scotia, Royal Canadian Mounted Police, municipal [12744]",2016,Total theft of motor vehicle [220],2,54.44
"Windsor, Nova Scotia, Royal Canadian Mounted Police, municipal [12744]",2016,Total impaired driving [910],10,272.18
"Windsor, Nova Scotia, Royal Canadian Mounted Police, municipal [12744]",2016,Total Drug violations [401],37,1007.08
"Windsor, Nova Scotia, Royal Canadian Mounted Police, municipal [12744]",2016,"Possession, cocaine [4120]",2,54.44
"Windsor, Nova Scotia, Royal Canadian Mounted Police, municipal [12744]",2016,"Total, possession, other Controlled Drugs and Substances Act drugs [410]",7,190.53
"Windsor, Nova Scotia, Royal Canadian Mounted Police, municipal [12744]",2016,"Total cannabis, trafficking, production or distribution (pre-legalization) [420]",3,81.65
"Windsor, Nova Scotia, Royal Canadian Mounted Police, municipal [12744]",2016,"Total cocaine, trafficking, production or distribution [430]",5,136.09
"Windsor, Nova Scotia, Royal Canadian Mounted Police, municipal [12744]",2016,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",5,136.09
"West Hants, Nova Scotia, Royal Canadian Mounted Police, rural [12745]",2016,Homicide [110],0,0
"West Hants, Nova Scotia, Royal Canadian Mounted Police, rural [12745]",2016,Attempted murder [1210],0,0
"West Hants, Nova Scotia, Royal Canadian Mounted Police, rural [12745]",2016,"Sexual assault, level 3, aggravated [1310]",0,0
"West Hants, Nova Scotia, Royal Canadian Mounted Police, rural [12745]",2016,"Sexual assault, level 2, weapon or bodily harm [1320]",0,0
"West Hants, Nova Scotia, Royal Canadian Mounted Police, rural [12745]",2016,"Sexual assault, level 1 [1330]",6,38.31
"West Hants, Nova Scotia, Royal Canadian Mounted Police, rural [12745]",2016,Total sexual violations against children [130],3,19.15
"West Hants, Nova Scotia, Royal Canadian Mounted Police, rural [12745]",2016,"Assault, level 3, aggravated [1410]",0,0
"West Hants, Nova Scotia, Royal Canadian Mounted Police, rural [12745]",2016,"Assault, level 2, weapon or bodily harm [1420]",6,38.31
"West Hants, Nova Scotia, Royal Canadian Mounted Police, rural [12745]",2016,"Assault, level 1 [1430]",43,274.55
"West Hants, Nova Scotia, Royal Canadian Mounted Police, rural [12745]",2016,Total robbery [160],4,25.54
"West Hants, Nova Scotia, Royal Canadian Mounted Police, rural [12745]",2016,Total breaking and entering [210],47,300.09
"West Hants, Nova Scotia, Royal Canadian Mounted Police, rural [12745]",2016,Total theft of motor vehicle [220],11,70.23
"West Hants, Nova Scotia, Royal Canadian Mounted Police, rural [12745]",2016,Total impaired driving [910],37,236.24
"West Hants, Nova Scotia, Royal Canadian Mounted Police, rural [12745]",2016,Total Drug violations [401],35,223.47
"West Hants, Nova Scotia, Royal Canadian Mounted Police, rural [12745]",2016,"Possession, cocaine [4120]",0,0
"West Hants, Nova Scotia, Royal Canadian Mounted Police, rural [12745]",2016,"Total, possession, other Controlled Drugs and Substances Act drugs [410]",1,6.38
"West Hants, Nova Scotia, Royal Canadian Mounted Police, rural [12745]",2016,"Total cannabis, trafficking, production or distribution (pre-legalization) [420]",6,38.31
"West Hants, Nova Scotia, Royal Canadian Mounted Police, rural [12745]",2016,"Total cocaine, trafficking, production or distribution [430]",7,44.69
"West Hants, Nova Scotia, Royal Canadian Mounted Police, rural [12745]",2016,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",5,31.92
"Yarmouth, Nova Scotia, Royal Canadian Mounted Police, rural [12747]",2016,Homicide [110],0,0
"Yarmouth, Nova Scotia, Royal Canadian Mounted Police, rural [12747]",2016,Attempted murder [1210],0,0
"Yarmouth, Nova Scotia, Royal Canadian Mounted Police, rural [12747]",2016,"Sexual assault, level 3, aggravated [1310]",0,0
"Yarmouth, Nova Scotia, Royal Canadian Mounted Police, rural [12747]",2016,"Sexual assault, level 2, weapon or bodily harm [1320]",1,5.5
"Yarmouth, Nova Scotia, Royal Canadian Mounted Police, rural [12747]",2016,"Sexual assault, level 1 [1330]",7,38.49
"Yarmouth, Nova Scotia, Royal Canadian Mounted Police, rural [12747]",2016,Total sexual violations against children [130],4,22
"Yarmouth, Nova Scotia, Royal Canadian Mounted Police, rural [12747]",2016,"Assault, level 3, aggravated [1410]",2,11
"Yarmouth, Nova Scotia, Royal Canadian Mounted Police, rural [12747]",2016,"Assault, level 2, weapon or bodily harm [1420]",21,115.48
"Yarmouth, Nova Scotia, Royal Canadian Mounted Police, rural [12747]",2016,"Assault, level 1 [1430]",58,318.94
"Yarmouth, Nova Scotia, Royal Canadian Mounted Police, rural [12747]",2016,Total robbery [160],0,0
"Yarmouth, Nova Scotia, Royal Canadian Mounted Police, rural [12747]",2016,Total breaking and entering [210],49,269.45
"Yarmouth, Nova Scotia, Royal Canadian Mounted Police, rural [12747]",2016,Total theft of motor vehicle [220],22,120.98
"Yarmouth, Nova Scotia, Royal Canadian Mounted Police, rural [12747]",2016,Total impaired driving [910],64,351.94
"Yarmouth, Nova Scotia, Royal Canadian Mounted Police, rural [12747]",2016,Total Drug violations [401],50,274.95
"Yarmouth, Nova Scotia, Royal Canadian Mounted Police, rural [12747]",2016,"Possession, cocaine [4120]",1,5.5
"Yarmouth, Nova Scotia, Royal Canadian Mounted Police, rural [12747]",2016,"Total, possession, other Controlled Drugs and Substances Act drugs [410]",2,11
"Yarmouth, Nova Scotia, Royal Canadian Mounted Police, rural [12747]",2016,"Total cannabis, trafficking, production or distribution (pre-legalization) [420]",7,38.49
"Yarmouth, Nova Scotia, Royal Canadian Mounted Police, rural [12747]",2016,"Total cocaine, trafficking, production or distribution [430]",5,27.5
"Yarmouth, Nova Scotia, Royal Canadian Mounted Police, rural [12747]",2016,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",5,27.5
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural [12750]",2016,Homicide [110],0,0
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural [12750]",2016,Attempted murder [1210],0,0
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural [12750]",2016,"Sexual assault, level 3, aggravated [1310]",1,5.09
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural [12750]",2016,"Sexual assault, level 2, weapon or bodily harm [1320]",1,5.09
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural [12750]",2016,"Sexual assault, level 1 [1330]",4,20.35
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural [12750]",2016,Total sexual violations against children [130],4,20.35
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural [12750]",2016,"Assault, level 3, aggravated [1410]",3,15.27
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural [12750]",2016,"Assault, level 2, weapon or bodily harm [1420]",31,157.74
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural [12750]",2016,"Assault, level 1 [1430]",107,544.47
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural [12750]",2016,Total robbery [160],0,0
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural [12750]",2016,Total breaking and entering [210],125,636.07
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural [12750]",2016,Total theft of motor vehicle [220],28,142.48
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural [12750]",2016,Total impaired driving [910],62,315.49
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural [12750]",2016,Total Drug violations [401],147,748.02
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural [12750]",2016,"Possession, cocaine [4120]",3,15.27
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural [12750]",2016,"Total, possession, other Controlled Drugs and Substances Act drugs [410]",7,35.62
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural [12750]",2016,"Total cannabis, trafficking, production or distribution (pre-legalization) [420]",19,96.68
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural [12750]",2016,"Total cocaine, trafficking, production or distribution [430]",4,20.35
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural [12750]",2016,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",15,76.33
"Antigonish County, Nova Scotia, Royal Canadian Mounted Police, rural [12751]",2016,Homicide [110],0,0
"Antigonish County, Nova Scotia, Royal Canadian Mounted Police, rural [12751]",2016,Attempted murder [1210],0,0
"Antigonish County, Nova Scotia, Royal Canadian Mounted Police, rural [12751]",2016,"Sexual assault, level 3, aggravated [1310]",1,6.59
"Antigonish County, Nova Scotia, Royal Canadian Mounted Police, rural [12751]",2016,"Sexual assault, level 2, weapon or bodily harm [1320]",0,0
"Antigonish County, Nova Scotia, Royal Canadian Mounted Police, rural [12751]",2016,"Sexual assault, level 1 [1330]",8,52.69
"Antigonish County, Nova Scotia, Royal Canadian Mounted Police, rural [12751]",2016,Total sexual violations against children [130],1,6.59
"Antigonish County, Nova Scotia, Royal Canadian Mounted Police, rural [12751]",2016,"Assault, level 3, aggravated [1410]",0,0
"Antigonish County, Nova Scotia, Royal Canadian Mounted Police, rural [12751]",2016,"Assault, level 2, weapon or bodily harm [1420]",11,72.45
"Antigonish County, Nova Scotia, Royal Canadian Mounted Police, rural [12751]",2016,"Assault, level 1 [1430]",57,375.42
"Antigonish County, Nova Scotia, Royal Canadian Mounted Police, rural [12751]",2016,Total robbery [160],0,0
"Antigonish County, Nova Scotia, Royal Canadian Mounted Police, rural [12751]",2016,Total breaking and entering [210],25,164.66
"Antigonish County, Nova Scotia, Royal Canadian Mounted Police, rural [12751]",2016,Total theft of motor vehicle [220],5,32.93
"Antigonish County, Nova Scotia, Royal Canadian Mounted Police, rural [12751]",2016,Total impaired driving [910],68,447.87
"Antigonish County, Nova Scotia, Royal Canadian Mounted Police, rural [12751]",2016,Total Drug violations [401],47,309.56
"Antigonish County, Nova Scotia, Royal Canadian Mounted Police, rural [12751]",2016,"Possession, cocaine [4120]",0,0
"Antigonish County, Nova Scotia, Royal Canadian Mounted Police, rural [12751]",2016,"Total, possession, other Controlled Drugs and Substances Act drugs [410]",2,13.17
"Antigonish County, Nova Scotia, Royal Canadian Mounted Police, rural [12751]",2016,"Total cannabis, trafficking, production or distribution (pre-legalization) [420]",5,32.93
"Antigonish County, Nova Scotia, Royal Canadian Mounted Police, rural [12751]",2016,"Total cocaine, trafficking, production or distribution [430]",4,26.35
"Antigonish County, Nova Scotia, Royal Canadian Mounted Police, rural [12751]",2016,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",5,32.93
"Antigonish, Nova Scotia, Royal Canadian Mounted Police, municipal [12752]",2016,Homicide [110],0,0
"Antigonish, Nova Scotia, Royal Canadian Mounted Police, municipal [12752]",2016,Attempted murder [1210],0,0
"Antigonish, Nova Scotia, Royal Canadian Mounted Police, municipal [12752]",2016,"Sexual assault, level 3, aggravated [1310]",0,0
"Antigonish, Nova Scotia, Royal Canadian Mounted Police, municipal [12752]",2016,"Sexual assault, level 2, weapon or bodily harm [1320]",0,0
"Antigonish, Nova Scotia, Royal Canadian Mounted Police, municipal [12752]",2016,"Sexual assault, level 1 [1330]",6,135.04
"Antigonish, Nova Scotia, Royal Canadian Mounted Police, municipal [12752]",2016,Total sexual violations against children [130],1,22.51
"Antigonish, Nova Scotia, Royal Canadian Mounted Police, municipal [12752]",2016,"Assault, level 3, aggravated [1410]",0,0
"Antigonish, Nova Scotia, Royal Canadian Mounted Police, municipal [12752]",2016,"Assault, level 2, weapon or bodily harm [1420]",13,292.6
"Antigonish, Nova Scotia, Royal Canadian Mounted Police, municipal [12752]",2016,"Assault, level 1 [1430]",48,1080.35
"Antigonish, Nova Scotia, Royal Canadian Mounted Police, municipal [12752]",2016,Total robbery [160],1,22.51
"Antigonish, Nova Scotia, Royal Canadian Mounted Police, municipal [12752]",2016,Total breaking and entering [210],31,697.73
"Antigonish, Nova Scotia, Royal Canadian Mounted Police, municipal [12752]",2016,Total theft of motor vehicle [220],2,45.01
"Antigonish, Nova Scotia, Royal Canadian Mounted Police, municipal [12752]",2016,Total impaired driving [910],25,562.68
"Antigonish, Nova Scotia, Royal Canadian Mounted Police, municipal [12752]",2016,Total Drug violations [401],39,877.79
"Antigonish, Nova Scotia, Royal Canadian Mounted Police, municipal [12752]",2016,"Possession, cocaine [4120]",2,45.01
"Antigonish, Nova Scotia, Royal Canadian Mounted Police, municipal [12752]",2016,"Total, possession, other Controlled Drugs and Substances Act drugs [410]",3,67.52
"Antigonish, Nova Scotia, Royal Canadian Mounted Police, municipal [12752]",2016,"Total cannabis, trafficking, production or distribution (pre-legalization) [420]",5,112.54
"Antigonish, Nova Scotia, Royal Canadian Mounted Police, municipal [12752]",2016,"Total cocaine, trafficking, production or distribution [430]",0,0
"Antigonish, Nova Scotia, Royal Canadian Mounted Police, municipal [12752]",2016,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",3,67.52
"Guysborough County, Nova Scotia, Royal Canadian Mounted Police, rural [12760]",2016,Homicide [110],0,0
"Guysborough County, Nova Scotia, Royal Canadian Mounted Police, rural [12760]",2016,Attempted murder [1210],0,0
"Guysborough County, Nova Scotia, Royal Canadian Mounted Police, rural [12760]",2016,"Sexual assault, level 3, aggravated [1310]",0,0
"Guysborough County, Nova Scotia, Royal Canadian Mounted Police, rural [12760]",2016,"Sexual assault, level 2, weapon or bodily harm [1320]",0,0
"Guysborough County, Nova Scotia, Royal Canadian Mounted Police, rural [12760]",2016,"Sexual assault, level 1 [1330]",5,72.41
"Guysborough County, Nova Scotia, Royal Canadian Mounted Police, rural [12760]",2016,Total sexual violations against children [130],2,28.96
"Guysborough County, Nova Scotia, Royal Canadian Mounted Police, rural [12760]",2016,"Assault, level 3, aggravated [1410]",0,0
"Guysborough County, Nova Scotia, Royal Canadian Mounted Police, rural [12760]",2016,"Assault, level 2, weapon or bodily harm [1420]",5,72.41
"Guysborough County, Nova Scotia, Royal Canadian Mounted Police, rural [12760]",2016,"Assault, level 1 [1430]",23,333.09
"Guysborough County, Nova Scotia, Royal Canadian Mounted Police, rural [12760]",2016,Total robbery [160],1,14.48
"Guysborough County, Nova Scotia, Royal Canadian Mounted Police, rural [12760]",2016,Total breaking and entering [210],26,376.54
"Guysborough County, Nova Scotia, Royal Canadian Mounted Police, rural [12760]",2016,Total theft of motor vehicle [220],3,43.45
"Guysborough County, Nova Scotia, Royal Canadian Mounted Police, rural [12760]",2016,Total impaired driving [910],14,202.75
"Guysborough County, Nova Scotia, Royal Canadian Mounted Police, rural [12760]",2016,Total Drug violations [401],17,246.2
"Guysborough County, Nova Scotia, Royal Canadian Mounted Police, rural [12760]",2016,"Possession, cocaine [4120]",1,14.48
"Guysborough County, Nova Scotia, Royal Canadian Mounted Police, rural [12760]",2016,"Total, possession, other Controlled Drugs and Substances Act drugs [410]",1,14.48
"Guysborough County, Nova Scotia, Royal Canadian Mounted Police, rural [12760]",2016,"Total cannabis, trafficking, production or distribution (pre-legalization) [420]",4,57.93
"Guysborough County, Nova Scotia, Royal Canadian Mounted Police, rural [12760]",2016,"Total cocaine, trafficking, production or distribution [430]",1,14.48
"Guysborough County, Nova Scotia, Royal Canadian Mounted Police, rural [12760]",2016,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",0,0
"Stellarton, Nova Scotia, Royal Canadian Mounted Police, rural [12770]",2016,Homicide [110],,
"Stellarton, Nova Scotia, Royal Canadian Mounted Police, rural [12770]",2016,Attempted murder [1210],,
"Stellarton, Nova Scotia, Royal Canadian Mounted Police, rural [12770]",2016,"Sexual assault, level 3, aggravated [1310]",,
"Stellarton, Nova Scotia, Royal Canadian Mounted Police, rural [12770]",2016,"Sexual assault, level 2, weapon or bodily harm [1320]",,
"Stellarton, Nova Scotia, Royal Canadian Mounted Police, rural [12770]",2016,"Sexual assault, level 1 [1330]",,
"Stellarton, Nova Scotia, Royal Canadian Mounted Police, rural [12770]",2016,Total sexual violations against children [130],,
"Stellarton, Nova Scotia, Royal Canadian Mounted Police, rural [12770]",2016,"Assault, level 3, aggravated [1410]",,
"Stellarton, Nova Scotia, Royal Canadian Mounted Police, rural [12770]",2016,"Assault, level 2, weapon or bodily harm [1420]",,
"Stellarton, Nova Scotia, Royal Canadian Mounted Police, rural [12770]",2016,"Assault, level 1 [1430]",,
"Stellarton, Nova Scotia, Royal Canadian Mounted Police, rural [12770]",2016,Total robbery [160],,
"Stellarton, Nova Scotia, Royal Canadian Mounted Police, rural [12770]",2016,Total breaking and entering [210],,
"Stellarton, Nova Scotia, Royal Canadian Mounted Police, rural [12770]",2016,Total theft of motor vehicle [220],,
"Stellarton, Nova Scotia, Royal Canadian Mounted Police, rural [12770]",2016,Total impaired driving [910],,
"Stellarton, Nova Scotia, Royal Canadian Mounted Police, rural [12770]",2016,Total Drug violations [401],,
"Stellarton, Nova Scotia, Royal Canadian Mounted Police, rural [12770]",2016,"Possession, cocaine [4120]",,
"Stellarton, Nova Scotia, Royal Canadian Mounted Police, rural [12770]",2016,"Total, possession, other Controlled Drugs and Substances Act drugs [410]",,
"Stellarton, Nova Scotia, Royal Canadian Mounted Police, rural [12770]",2016,"Total cannabis, trafficking, production or distribution (pre-legalization) [420]",,
"Stellarton, Nova Scotia, Royal Canadian Mounted Police, rural [12770]",2016,"Total cocaine, trafficking, production or distribution [430]",,
"Stellarton, Nova Scotia, Royal Canadian Mounted Police, rural [12770]",2016,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",,
"Parrsboro, Nova Scotia, Royal Canadian Mounted Police, rural [12775]",2016,Homicide [110],,
"Parrsboro, Nova Scotia, Royal Canadian Mounted Police, rural [12775]",2016,Attempted murder [1210],,
"Parrsboro, Nova Scotia, Royal Canadian Mounted Police, rural [12775]",2016,"Sexual assault, level 3, aggravated [1310]",,
"Parrsboro, Nova Scotia, Royal Canadian Mounted Police, rural [12775]",2016,"Sexual assault, level 2, weapon or bodily harm [1320]",,
"Parrsboro, Nova Scotia, Royal Canadian Mounted Police, rural [12775]",2016,"Sexual assault, level 1 [1330]",,
"Parrsboro, Nova Scotia, Royal Canadian Mounted Police, rural [12775]",2016,Total sexual violations against children [130],,
"Parrsboro, Nova Scotia, Royal Canadian Mounted Police, rural [12775]",2016,"Assault, level 3, aggravated [1410]",,
"Parrsboro, Nova Scotia, Royal Canadian Mounted Police, rural [12775]",2016,"Assault, level 2, weapon or bodily harm [1420]",,
"Parrsboro, Nova Scotia, Royal Canadian Mounted Police, rural [12775]",2016,"Assault, level 1 [1430]",,
"Parrsboro, Nova Scotia, Royal Canadian Mounted Police, rural [12775]",2016,Total robbery [160],,
"Parrsboro, Nova Scotia, Royal Canadian Mounted Police, rural [12775]",2016,Total breaking and entering [210],,
"Parrsboro, Nova Scotia, Royal Canadian Mounted Police, rural [12775]",2016,Total theft of motor vehicle [220],,
"Parrsboro, Nova Scotia, Royal Canadian Mounted Police, rural [12775]",2016,Total impaired driving [910],,
"Parrsboro, Nova Scotia, Royal Canadian Mounted Police, rural [12775]",2016,Total Drug violations [401],,
"Parrsboro, Nova Scotia, Royal Canadian Mounted Police, rural [12775]",2016,"Possession, cocaine [4120]",,
"Parrsboro, Nova Scotia, Royal Canadian Mounted Police, rural [12775]",2016,"Total, possession, other Controlled Drugs and Substances Act drugs [410]",,
"Parrsboro, Nova Scotia, Royal Canadian Mounted Police, rural [12775]",2016,"Total cannabis, trafficking, production or distribution (pre-legalization) [420]",,
"Parrsboro, Nova Scotia, Royal Canadian Mounted Police, rural [12775]",2016,"Total cocaine, trafficking, production or distribution [430]",,
"Parrsboro, Nova Scotia, Royal Canadian Mounted Police, rural [12775]",2016,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",,
"Pictou, Nova Scotia, Royal Canadian Mounted Police, municipal [12776]",2016,Homicide [110],0,0
"Pictou, Nova Scotia, Royal Canadian Mounted Police, municipal [12776]",2016,Attempted murder [1210],0,0
"Pictou, Nova Scotia, Royal Canadian Mounted Police, municipal [12776]",2016,"Sexual assault, level 3, aggravated [1310]",0,0
"Pictou, Nova Scotia, Royal Canadian Mounted Police, municipal [12776]",2016,"Sexual assault, level 2, weapon or bodily harm [1320]",0,0
"Pictou, Nova Scotia, Royal Canadian Mounted Police, municipal [12776]",2016,"Sexual assault, level 1 [1330]",1,31
"Pictou, Nova Scotia, Royal Canadian Mounted Police, municipal [12776]",2016,Total sexual violations against children [130],0,0
"Pictou, Nova Scotia, Royal Canadian Mounted Police, municipal [12776]",2016,"Assault, level 3, aggravated [1410]",0,0
"Pictou, Nova Scotia, Royal Canadian Mounted Police, municipal [12776]",2016,"Assault, level 2, weapon or bodily harm [1420]",6,185.99
"Pictou, Nova Scotia, Royal Canadian Mounted Police, municipal [12776]",2016,"Assault, level 1 [1430]",29,898.95
"Pictou, Nova Scotia, Royal Canadian Mounted Police, municipal [12776]",2016,Total robbery [160],0,0
"Pictou, Nova Scotia, Royal Canadian Mounted Police, municipal [12776]",2016,Total breaking and entering [210],20,619.96
"Pictou, Nova Scotia, Royal Canadian Mounted Police, municipal [12776]",2016,Total theft of motor vehicle [220],2,62
"Pictou, Nova Scotia, Royal Canadian Mounted Police, municipal [12776]",2016,Total impaired driving [910],14,433.97
"Pictou, Nova Scotia, Royal Canadian Mounted Police, municipal [12776]",2016,Total Drug violations [401],14,433.97
"Pictou, Nova Scotia, Royal Canadian Mounted Police, municipal [12776]",2016,"Possession, cocaine [4120]",2,62
"Pictou, Nova Scotia, Royal Canadian Mounted Police, municipal [12776]",2016,"Total, possession, other Controlled Drugs and Substances Act drugs [410]",2,62
"Pictou, Nova Scotia, Royal Canadian Mounted Police, municipal [12776]",2016,"Total cannabis, trafficking, production or distribution (pre-legalization) [420]",0,0
"Pictou, Nova Scotia, Royal Canadian Mounted Police, municipal [12776]",2016,"Total cocaine, trafficking, production or distribution [430]",0,0
"Pictou, Nova Scotia, Royal Canadian Mounted Police, municipal [12776]",2016,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",1,31
"Pugwash, Nova Scotia, Royal Canadian Mounted Police, rural [12777]",2016,Homicide [110],,
"Pugwash, Nova Scotia, Royal Canadian Mounted Police, rural [12777]",2016,Attempted murder [1210],,
"Pugwash, Nova Scotia, Royal Canadian Mounted Police, rural [12777]",2016,"Sexual assault, level 3, aggravated [1310]",,
"Pugwash, Nova Scotia, Royal Canadian Mounted Police, rural [12777]",2016,"Sexual assault, level 2, weapon or bodily harm [1320]",,
"Pugwash, Nova Scotia, Royal Canadian Mounted Police, rural [12777]",2016,"Sexual assault, level 1 [1330]",,
"Pugwash, Nova Scotia, Royal Canadian Mounted Police, rural [12777]",2016,Total sexual violations against children [130],,
"Pugwash, Nova Scotia, Royal Canadian Mounted Police, rural [12777]",2016,"Assault, level 3, aggravated [1410]",,
"Pugwash, Nova Scotia, Royal Canadian Mounted Police, rural [12777]",2016,"Assault, level 2, weapon or bodily harm [1420]",,
"Pugwash, Nova Scotia, Royal Canadian Mounted Police, rural [12777]",2016,"Assault, level 1 [1430]",,
"Pugwash, Nova Scotia, Royal Canadian Mounted Police, rural [12777]",2016,Total robbery [160],,
"Pugwash, Nova Scotia, Royal Canadian Mounted Police, rural [12777]",2016,Total breaking and entering [210],,
"Pugwash, Nova Scotia, Royal Canadian Mounted Police, rural [12777]",2016,Total theft of motor vehicle [220],,
"Pugwash, Nova Scotia, Royal Canadian Mounted Police, rural [12777]",2016,Total impaired driving [910],,
"Pugwash, Nova Scotia, Royal Canadian Mounted Police, rural [12777]",2016,Total Drug violations [401],,
"Pugwash, Nova Scotia, Royal Canadian Mounted Police, rural [12777]",2016,"Possession, cocaine [4120]",,
"Pugwash, Nova Scotia, Royal Canadian Mounted Police, rural [12777]",2016,"Total, possession, other Controlled Drugs and Substances Act drugs [410]",,
"Pugwash, Nova Scotia, Royal Canadian Mounted Police, rural [12777]",2016,"Total cannabis, trafficking, production or distribution (pre-legalization) [420]",,
"Pugwash, Nova Scotia, Royal Canadian Mounted Police, rural [12777]",2016,"Total cocaine, trafficking, production or distribution [430]",,
"Pugwash, Nova Scotia, Royal Canadian Mounted Police, rural [12777]",2016,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",,
"Sherbrooke, Nova Scotia, Royal Canadian Mounted Police, rural [12780]",2016,Homicide [110],,
"Sherbrooke, Nova Scotia, Royal Canadian Mounted Police, rural [12780]",2016,Attempted murder [1210],,
"Sherbrooke, Nova Scotia, Royal Canadian Mounted Police, rural [12780]",2016,"Sexual assault, level 3, aggravated [1310]",,
"Sherbrooke, Nova Scotia, Royal Canadian Mounted Police, rural [12780]",2016,"Sexual assault, level 2, weapon or bodily harm [1320]",,
"Sherbrooke, Nova Scotia, Royal Canadian Mounted Police, rural [12780]",2016,"Sexual assault, level 1 [1330]",,
"Sherbrooke, Nova Scotia, Royal Canadian Mounted Police, rural [12780]",2016,Total sexual violations against children [130],,
"Sherbrooke, Nova Scotia, Royal Canadian Mounted Police, rural [12780]",2016,"Assault, level 3, aggravated [1410]",,
"Sherbrooke, Nova Scotia, Royal Canadian Mounted Police, rural [12780]",2016,"Assault, level 2, weapon or bodily harm [1420]",,
"Sherbrooke, Nova Scotia, Royal Canadian Mounted Police, rural [12780]",2016,"Assault, level 1 [1430]",,
