GEOGRAPHY,YEAR,VIOLATIONS,INCIDENTS,RATES
"Membertou, Nova Scotia, Royal Canadian Mounted Police, rural [12017]",2010,"Total cannabis, trafficking, production or distribution (pre-legalization) [420]",,
"Membertou, Nova Scotia, Royal Canadian Mounted Police, rural [12017]",2010,"Total cocaine, trafficking, production or distribution [430]",,
"Membertou, Nova Scotia, Royal Canadian Mounted Police, rural [12017]",2010,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",,
"Cape Breton Region, Nova Scotia, municipal [12018]",2010,Homicide [110],0,0
"Cape Breton Region, Nova Scotia, municipal [12018]",2010,Attempted murder [1210],0,0
"Cape Breton Region, Nova Scotia, municipal [12018]",2010,"Sexual assault, level 3, aggravated [1310]",2,1.97
"Cape Breton Region, Nova Scotia, municipal [12018]",2010,"Sexual assault, level 2, weapon or bodily harm [1320]",2,1.97
"Cape Breton Region, Nova Scotia, municipal [12018]",2010,"Sexual assault, level 1 [1330]",77,76.02
"Cape Breton Region, Nova Scotia, municipal [12018]",2010,Total sexual violations against children [130],11,10.86
"Cape Breton Region, Nova Scotia, municipal [12018]",2010,"Assault, level 3, aggravated [1410]",7,6.91
"Cape Breton Region, Nova Scotia, municipal [12018]",2010,"Assault, level 2, weapon or bodily harm [1420]",81,79.97
"Cape Breton Region, Nova Scotia, municipal [12018]",2010,"Assault, level 1 [1430]",511,504.5
"Cape Breton Region, Nova Scotia, municipal [12018]",2010,Total robbery [160],31,30.61
"Cape Breton Region, Nova Scotia, municipal [12018]",2010,Total breaking and entering [210],417,411.69
"Cape Breton Region, Nova Scotia, municipal [12018]",2010,Total theft of motor vehicle [220],117,115.51
"Cape Breton Region, Nova Scotia, municipal [12018]",2010,Total impaired driving [910],247,243.86
"Cape Breton Region, Nova Scotia, municipal [12018]",2010,Total Drug violations [401],215,212.26
"Cape Breton Region, Nova Scotia, municipal [12018]",2010,"Possession, cocaine [4120]",8,7.9
"Cape Breton Region, Nova Scotia, municipal [12018]",2010,"Total, possession, other Controlled Drugs and Substances Act drugs [410]",41,40.48
"Cape Breton Region, Nova Scotia, municipal [12018]",2010,"Total cannabis, trafficking, production or distribution (pre-legalization) [420]",30,29.62
"Cape Breton Region, Nova Scotia, municipal [12018]",2010,"Total cocaine, trafficking, production or distribution [430]",15,14.81
"Cape Breton Region, Nova Scotia, municipal [12018]",2010,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",73,72.07
"Halifax, Nova Scotia, municipal [12020]",2010,Homicide [110],0,0
"Halifax, Nova Scotia, municipal [12020]",2010,Attempted murder [1210],0,0
"Halifax, Nova Scotia, municipal [12020]",2010,"Sexual assault, level 3, aggravated [1310]",0,0
"Halifax, Nova Scotia, municipal [12020]",2010,"Sexual assault, level 2, weapon or bodily harm [1320]",0,0
"Halifax, Nova Scotia, municipal [12020]",2010,"Sexual assault, level 1 [1330]",0,0
"Halifax, Nova Scotia, municipal [12020]",2010,Total sexual violations against children [130],0,0
"Halifax, Nova Scotia, municipal [12020]",2010,"Assault, level 3, aggravated [1410]",0,0
"Halifax, Nova Scotia, municipal [12020]",2010,"Assault, level 2, weapon or bodily harm [1420]",0,0
"Halifax, Nova Scotia, municipal [12020]",2010,"Assault, level 1 [1430]",0,0
"Halifax, Nova Scotia, municipal [12020]",2010,Total robbery [160],0,0
"Halifax, Nova Scotia, municipal [12020]",2010,Total breaking and entering [210],0,0
"Halifax, Nova Scotia, municipal [12020]",2010,Total theft of motor vehicle [220],0,0
"Halifax, Nova Scotia, municipal [12020]",2010,Total impaired driving [910],0,0
"Halifax, Nova Scotia, municipal [12020]",2010,Total Drug violations [401],0,0
"Halifax, Nova Scotia, municipal [12020]",2010,"Possession, cocaine [4120]",0,0
"Halifax, Nova Scotia, municipal [12020]",2010,"Total, possession, other Controlled Drugs and Substances Act drugs [410]",0,0
"Halifax, Nova Scotia, municipal [12020]",2010,"Total cannabis, trafficking, production or distribution (pre-legalization) [420]",0,0
"Halifax, Nova Scotia, municipal [12020]",2010,"Total cocaine, trafficking, production or distribution [430]",0,0
"Halifax, Nova Scotia, municipal [12020]",2010,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",0,0
"Hantsport, Nova Scotia, municipal [12021]",2010,Homicide [110],,
"Hantsport, Nova Scotia, municipal [12021]",2010,Attempted murder [1210],,
"Hantsport, Nova Scotia, municipal [12021]",2010,"Sexual assault, level 3, aggravated [1310]",,
"Hantsport, Nova Scotia, municipal [12021]",2010,"Sexual assault, level 2, weapon or bodily harm [1320]",,
"Hantsport, Nova Scotia, municipal [12021]",2010,"Sexual assault, level 1 [1330]",,
"Hantsport, Nova Scotia, municipal [12021]",2010,Total sexual violations against children [130],,
"Hantsport, Nova Scotia, municipal [12021]",2010,"Assault, level 3, aggravated [1410]",,
"Hantsport, Nova Scotia, municipal [12021]",2010,"Assault, level 2, weapon or bodily harm [1420]",,
"Hantsport, Nova Scotia, municipal [12021]",2010,"Assault, level 1 [1430]",,
"Hantsport, Nova Scotia, municipal [12021]",2010,Total robbery [160],,
"Hantsport, Nova Scotia, municipal [12021]",2010,Total breaking and entering [210],,
"Hantsport, Nova Scotia, municipal [12021]",2010,Total theft of motor vehicle [220],,
"Hantsport, Nova Scotia, municipal [12021]",2010,Total impaired driving [910],,
"Hantsport, Nova Scotia, municipal [12021]",2010,Total Drug violations [401],,
"Hantsport, Nova Scotia, municipal [12021]",2010,"Possession, cocaine [4120]",,
"Hantsport, Nova Scotia, municipal [12021]",2010,"Total, possession, other Controlled Drugs and Substances Act drugs [410]",,
"Hantsport, Nova Scotia, municipal [12021]",2010,"Total cannabis, trafficking, production or distribution (pre-legalization) [420]",,
"Hantsport, Nova Scotia, municipal [12021]",2010,"Total cocaine, trafficking, production or distribution [430]",,
"Hantsport, Nova Scotia, municipal [12021]",2010,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",,
"Kentville, Nova Scotia, municipal [12023]",2010,Homicide [110],0,0
"Kentville, Nova Scotia, municipal [12023]",2010,Attempted murder [1210],0,0
"Kentville, Nova Scotia, municipal [12023]",2010,"Sexual assault, level 3, aggravated [1310]",0,0
"Kentville, Nova Scotia, municipal [12023]",2010,"Sexual assault, level 2, weapon or bodily harm [1320]",0,0
"Kentville, Nova Scotia, municipal [12023]",2010,"Sexual assault, level 1 [1330]",6,97.18
"Kentville, Nova Scotia, municipal [12023]",2010,Total sexual violations against children [130],0,0
"Kentville, Nova Scotia, municipal [12023]",2010,"Assault, level 3, aggravated [1410]",1,16.2
"Kentville, Nova Scotia, municipal [12023]",2010,"Assault, level 2, weapon or bodily harm [1420]",7,113.38
"Kentville, Nova Scotia, municipal [12023]",2010,"Assault, level 1 [1430]",57,923.23
"Kentville, Nova Scotia, municipal [12023]",2010,Total robbery [160],0,0
"Kentville, Nova Scotia, municipal [12023]",2010,Total breaking and entering [210],29,469.71
"Kentville, Nova Scotia, municipal [12023]",2010,Total theft of motor vehicle [220],9,145.77
"Kentville, Nova Scotia, municipal [12023]",2010,Total impaired driving [910],32,518.3
"Kentville, Nova Scotia, municipal [12023]",2010,Total Drug violations [401],36,583.09
"Kentville, Nova Scotia, municipal [12023]",2010,"Possession, cocaine [4120]",1,16.2
"Kentville, Nova Scotia, municipal [12023]",2010,"Total, possession, other Controlled Drugs and Substances Act drugs [410]",1,16.2
"Kentville, Nova Scotia, municipal [12023]",2010,"Total cannabis, trafficking, production or distribution (pre-legalization) [420]",8,129.58
"Kentville, Nova Scotia, municipal [12023]",2010,"Total cocaine, trafficking, production or distribution [430]",0,0
"Kentville, Nova Scotia, municipal [12023]",2010,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",7,113.38
"Lunenburg, Nova Scotia, municipal [12029]",2010,Homicide [110],,
"Lunenburg, Nova Scotia, municipal [12029]",2010,Attempted murder [1210],,
"Lunenburg, Nova Scotia, municipal [12029]",2010,"Sexual assault, level 3, aggravated [1310]",,
"Lunenburg, Nova Scotia, municipal [12029]",2010,"Sexual assault, level 2, weapon or bodily harm [1320]",,
"Lunenburg, Nova Scotia, municipal [12029]",2010,"Sexual assault, level 1 [1330]",,
"Lunenburg, Nova Scotia, municipal [12029]",2010,Total sexual violations against children [130],,
"Lunenburg, Nova Scotia, municipal [12029]",2010,"Assault, level 3, aggravated [1410]",,
"Lunenburg, Nova Scotia, municipal [12029]",2010,"Assault, level 2, weapon or bodily harm [1420]",,
"Lunenburg, Nova Scotia, municipal [12029]",2010,"Assault, level 1 [1430]",,
"Lunenburg, Nova Scotia, municipal [12029]",2010,Total robbery [160],,
"Lunenburg, Nova Scotia, municipal [12029]",2010,Total breaking and entering [210],,
"Lunenburg, Nova Scotia, municipal [12029]",2010,Total theft of motor vehicle [220],,
"Lunenburg, Nova Scotia, municipal [12029]",2010,Total impaired driving [910],,
"Lunenburg, Nova Scotia, municipal [12029]",2010,Total Drug violations [401],,
"Lunenburg, Nova Scotia, municipal [12029]",2010,"Possession, cocaine [4120]",,
"Lunenburg, Nova Scotia, municipal [12029]",2010,"Total, possession, other Controlled Drugs and Substances Act drugs [410]",,
"Lunenburg, Nova Scotia, municipal [12029]",2010,"Total cannabis, trafficking, production or distribution (pre-legalization) [420]",,
"Lunenburg, Nova Scotia, municipal [12029]",2010,"Total cocaine, trafficking, production or distribution [430]",,
"Lunenburg, Nova Scotia, municipal [12029]",2010,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",,
"Middleton, Nova Scotia, municipal [12031]",2010,Homicide [110],,
"Middleton, Nova Scotia, municipal [12031]",2010,Attempted murder [1210],,
"Middleton, Nova Scotia, municipal [12031]",2010,"Sexual assault, level 3, aggravated [1310]",,
"Middleton, Nova Scotia, municipal [12031]",2010,"Sexual assault, level 2, weapon or bodily harm [1320]",,
"Middleton, Nova Scotia, municipal [12031]",2010,"Sexual assault, level 1 [1330]",,
"Middleton, Nova Scotia, municipal [12031]",2010,Total sexual violations against children [130],,
"Middleton, Nova Scotia, municipal [12031]",2010,"Assault, level 3, aggravated [1410]",,
"Middleton, Nova Scotia, municipal [12031]",2010,"Assault, level 2, weapon or bodily harm [1420]",,
"Middleton, Nova Scotia, municipal [12031]",2010,"Assault, level 1 [1430]",,
"Middleton, Nova Scotia, municipal [12031]",2010,Total robbery [160],,
"Middleton, Nova Scotia, municipal [12031]",2010,Total breaking and entering [210],,
"Middleton, Nova Scotia, municipal [12031]",2010,Total theft of motor vehicle [220],,
"Middleton, Nova Scotia, municipal [12031]",2010,Total impaired driving [910],,
"Middleton, Nova Scotia, municipal [12031]",2010,Total Drug violations [401],,
"Middleton, Nova Scotia, municipal [12031]",2010,"Possession, cocaine [4120]",,
"Middleton, Nova Scotia, municipal [12031]",2010,"Total, possession, other Controlled Drugs and Substances Act drugs [410]",,
"Middleton, Nova Scotia, municipal [12031]",2010,"Total cannabis, trafficking, production or distribution (pre-legalization) [420]",,
"Middleton, Nova Scotia, municipal [12031]",2010,"Total cocaine, trafficking, production or distribution [430]",,
"Middleton, Nova Scotia, municipal [12031]",2010,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",,
"North Sydney, Nova Scotia, municipal [12035]",2010,Homicide [110],,
"North Sydney, Nova Scotia, municipal [12035]",2010,Attempted murder [1210],,
"North Sydney, Nova Scotia, municipal [12035]",2010,"Sexual assault, level 3, aggravated [1310]",,
"North Sydney, Nova Scotia, municipal [12035]",2010,"Sexual assault, level 2, weapon or bodily harm [1320]",,
"North Sydney, Nova Scotia, municipal [12035]",2010,"Sexual assault, level 1 [1330]",,
"North Sydney, Nova Scotia, municipal [12035]",2010,Total sexual violations against children [130],,
"North Sydney, Nova Scotia, municipal [12035]",2010,"Assault, level 3, aggravated [1410]",,
"North Sydney, Nova Scotia, municipal [12035]",2010,"Assault, level 2, weapon or bodily harm [1420]",,
"North Sydney, Nova Scotia, municipal [12035]",2010,"Assault, level 1 [1430]",,
"North Sydney, Nova Scotia, municipal [12035]",2010,Total robbery [160],,
"North Sydney, Nova Scotia, municipal [12035]",2010,Total breaking and entering [210],,
"North Sydney, Nova Scotia, municipal [12035]",2010,Total theft of motor vehicle [220],,
"North Sydney, Nova Scotia, municipal [12035]",2010,Total impaired driving [910],,
"North Sydney, Nova Scotia, municipal [12035]",2010,Total Drug violations [401],,
"North Sydney, Nova Scotia, municipal [12035]",2010,"Possession, cocaine [4120]",,
"North Sydney, Nova Scotia, municipal [12035]",2010,"Total, possession, other Controlled Drugs and Substances Act drugs [410]",,
"North Sydney, Nova Scotia, municipal [12035]",2010,"Total cannabis, trafficking, production or distribution (pre-legalization) [420]",,
"North Sydney, Nova Scotia, municipal [12035]",2010,"Total cocaine, trafficking, production or distribution [430]",,
"North Sydney, Nova Scotia, municipal [12035]",2010,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",,
"Springhill, Nova Scotia, municipal [12043]",2010,Homicide [110],0,0
"Springhill, Nova Scotia, municipal [12043]",2010,Attempted murder [1210],0,0
"Springhill, Nova Scotia, municipal [12043]",2010,"Sexual assault, level 3, aggravated [1310]",0,0
"Springhill, Nova Scotia, municipal [12043]",2010,"Sexual assault, level 2, weapon or bodily harm [1320]",0,0
"Springhill, Nova Scotia, municipal [12043]",2010,"Sexual assault, level 1 [1330]",4,100.3
"Springhill, Nova Scotia, municipal [12043]",2010,Total sexual violations against children [130],1,25.08
"Springhill, Nova Scotia, municipal [12043]",2010,"Assault, level 3, aggravated [1410]",0,0
"Springhill, Nova Scotia, municipal [12043]",2010,"Assault, level 2, weapon or bodily harm [1420]",5,125.38
"Springhill, Nova Scotia, municipal [12043]",2010,"Assault, level 1 [1430]",46,1153.46
"Springhill, Nova Scotia, municipal [12043]",2010,Total robbery [160],4,100.3
"Springhill, Nova Scotia, municipal [12043]",2010,Total breaking and entering [210],20,501.5
"Springhill, Nova Scotia, municipal [12043]",2010,Total theft of motor vehicle [220],12,300.9
"Springhill, Nova Scotia, municipal [12043]",2010,Total impaired driving [910],23,576.73
"Springhill, Nova Scotia, municipal [12043]",2010,Total Drug violations [401],22,551.65
"Springhill, Nova Scotia, municipal [12043]",2010,"Possession, cocaine [4120]",1,25.08
"Springhill, Nova Scotia, municipal [12043]",2010,"Total, possession, other Controlled Drugs and Substances Act drugs [410]",1,25.08
"Springhill, Nova Scotia, municipal [12043]",2010,"Total cannabis, trafficking, production or distribution (pre-legalization) [420]",6,150.45
"Springhill, Nova Scotia, municipal [12043]",2010,"Total cocaine, trafficking, production or distribution [430]",1,25.08
"Springhill, Nova Scotia, municipal [12043]",2010,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",0,0
"Stellarton, Nova Scotia, municipal [12044]",2010,Homicide [110],0,0
"Stellarton, Nova Scotia, municipal [12044]",2010,Attempted murder [1210],0,0
"Stellarton, Nova Scotia, municipal [12044]",2010,"Sexual assault, level 3, aggravated [1310]",0,0
"Stellarton, Nova Scotia, municipal [12044]",2010,"Sexual assault, level 2, weapon or bodily harm [1320]",0,0
"Stellarton, Nova Scotia, municipal [12044]",2010,"Sexual assault, level 1 [1330]",1,21.49
"Stellarton, Nova Scotia, municipal [12044]",2010,Total sexual violations against children [130],0,0
"Stellarton, Nova Scotia, municipal [12044]",2010,"Assault, level 3, aggravated [1410]",0,0
"Stellarton, Nova Scotia, municipal [12044]",2010,"Assault, level 2, weapon or bodily harm [1420]",1,21.49
"Stellarton, Nova Scotia, municipal [12044]",2010,"Assault, level 1 [1430]",19,408.34
"Stellarton, Nova Scotia, municipal [12044]",2010,Total robbery [160],0,0
